Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Blues,6.0,1156.69196721,86583.3142652,Financial,385.56398907,Yes,224.562761875,Yes,Female,After_16:00,0.38914579968,0.795232029632,0.683713911567,8.49033091683,9.64479764691,2.0851153275,4933.0,19.9211043771,575.893150523,3397.4139198,58951.5134832,Yes,50428.434021,23.997773866,304.724277015,36.7958889809,149055.153657,60.0,45_and_up,1.0,737.770861428,10.0,Car,Student_or_Unemployed,394.02149954,0.0,Yes
Greens,2.0,399.062710053,41413.4352357,Environment,133.020903351,No,311.330281124,Yes,Male,By_16:00,0.412683042465,0.451948582195,7.17122502858,0.10746757267,7.08988713799,9.4422727963,8139.0,90.5511406483,505.091070585,4123.48495241,60846.9594573,No,96926.543945,22.4742312568,246.507452087,,17837.5816317,90.0,30-45,1.0,814.998883625,12.0,Motorcycle_or_truck,Student_or_Unemployed,658.567783972,2.0,No
Greys,5.0,260.805901586,40242.423721,Military,86.9353005288,,462.900840927,Yes,Female,By_16:00,0.0115543650463,0.813342128415,0.81687116297,5.31625821255,0.0431225658394,7.04517715378,9469.0,9.40983211622,448.356288781,,,Maybe,214277.188531,21.1744253471,84.0343811226,86.4063792629,7654.68177856,30.0,45_and_up,2.0,672.340957419,8.0,Public_or_other,Student_or_Unemployed,445.060426847,1.0,Yes
Greens,7.0,206.195495689,21293.198162,,68.7318318963,No,309.801115066,Yes,Male,By_16:00,0.964216954308,0.377454729751,5.6027741055,7.54680591403,7.38673178712,2.03433462186,8049.0,27.9000604991,508.600629476,4115.21240961,60603.5212238,No,95976.7308962,22.5521757149,234.505874309,83.5578932427,,70.0,45_and_up,0.0,807.173980417,10.0,Motorcycle_or_truck,Student_or_Unemployed,636.906604764,0.0,No
Greens,9.0,379.932114638,41868.9385476,Healthcare,126.644038213,No,330.603312548,Yes,Male,By_16:00,0.531397160375,0.453736513387,6.64820486447,6.75536921946,6.92161062732,1.43868503394,5608.0,78.343791794,547.169082605,4400.37129069,64566.57042,No,109298.550268,23.3916455728,237.528757334,77.1247110562,16175.356453,80.0,30-45,2.0,855.355712084,12.0,Motorcycle_or_truck,Hightech,659.686412969,0.0,No
Pinks,8.0,426.613419351,96354.2796646,Social,142.204473117,No,677.575589239,No,Female,By_16:00,0.0480716808233,0.0681635097135,2.35152091598,8.76992749982,7.03798251227,2.46327002067,8667.0,75.5988242337,659.040839468,8093.83757132,75336.4960217,No,459108.679132,25.6717907336,239.035555589,88.6668311665,20374.3166476,70.0,Below_30,3.0,902.07787634,6.0,Foot_or_bicycle,Industry_or_other,482.367123789,0.0,Yes
Purples,,798.191637448,113792.968768,Healthcare,266.063879149,No,427.690407027,Yes,Male,After_16:00,0.624566218583,0.611723843962,3.13237080118,9.04343775008,6.47244372638,8.49243533798,4294.0,26.9911747193,489.694441235,5256.29295274,56817.2482679,No,182919.084263,22.1290406759,88.0034015298,31.2369103078,71066.0516671,80.0,30-45,1.0,708.949604111,11.0,Car,Services_or_Retail,450.911132592,1.0,No
Purples,8.0,247.760168249,,Financial,82.5867227496,No,404.273155552,Yes,Male,By_16:00,0.669196481118,0.341137676733,0.638085887767,8.92104760744,7.47102905298,7.61522332672,4509.0,34.7952407086,437.139114207,,52558.8734926,No,163436.7843,,119.497729727,96.8106257962,6913.15349727,60.0,Below_30,2.0,666.789490334,11.0,Motorcycle_or_truck,Industry_or_other,465.873943985,0.0,
Pinks,1.0,130.838401348,30510.037664,Healthcare,43.6128004493,No,699.566121636,No,Female,After_16:00,0.793966688216,0.793474258156,4.22828467097,3.16454432672,7.5068624015,3.08438720182,9524.0,20.7666315837,635.718504014,8267.09822439,74281.7477663,No,489392.758541,25.2134587872,241.346311469,86.4767304622,1955.68916348,80.0,30-45,3.0,892.791165284,9.0,Public_or_other,Public_Sector,501.375799014,0.0,Yes
Blues,3.0,2041.23583931,415687.910664,Education,680.411946437,Yes,610.935643974,No,Male,After_16:00,0.280222428264,0.404486074345,7.59255588753,9.13233840605,5.89442151831,7.24302709103,4744.0,67.1749421395,479.743505739,7068.84345122,56692.0929382,Yes,373242.361078,21.9030478642,191.973837324,72.0682030544,463650.828801,100.0,Below_30,1.0,665.18242677,16.0,Foot_or_bicycle,Student_or_Unemployed,344.639414415,1.0,No
Greens,5.0,117.845947651,11883.4147547,Environment,39.2819825505,No,302.515656878,Yes,Male,By_16:00,0.296350120334,0.48328697728,2.26637681946,3.65074431058,5.23981421022,3.68739505764,9517.0,47.3952463595,503.53054035,4032.21764948,61111.7469062,No,91515.7226565,22.4394861873,268.598283202,58.4389933385,1592.35613565,90.0,45_and_up,3.0,824.44073703,12.0,Motorcycle_or_truck,Industry_or_other,682.023370054,1.0,Yes
Reds,8.0,787.661581611,136946.595903,Foreign_Affairs,262.553860537,No,521.594295444,No,Male,After_16:00,0.427878657589,0.609604427824,7.34065576224,1.36053783819,8.95163843408,9.19636338484,6470.0,64.2402719008,397.500520456,6010.94399536,51064.5109249,Maybe,272060.60904,19.9374150896,115.198774977,94.796009874,69207.0835435,40.0,45_and_up,1.0,635.939599387,8.0,Car,Hightech,452.059402865,5.0,No
Yellows,1.0,-64.8129670912,-4391.17619881,Education,-21.6043223637,Yes,203.254521243,Yes,Female,By_16:00,0.732641024515,0.602383783553,9.71846418455,9.15313162375,9.98513797298,7.03958816826,8363.0,47.7692551678,350.4510577,2733.44732783,40171.7146972,Yes,41312.4004056,18.7203380765,354.192638138,43.9329211367,455.142422432,100.0,45_and_up,0.0,524.433647968,12.0,Car,Hightech,377.404487826,3.0,No
Reds,5.0,586.929478173,90692.3463661,Foreign_Affairs,195.643159391,No,463.560017373,Yes,Male,By_16:00,0.195261325687,0.10866572638,7.39869429497,0.323072648607,7.00391322607,1.17691794876,9849.0,,438.886295295,5513.37276432,55507.1449784,Maybe,214887.889707,20.9496132493,83.743778923,58.6568366271,38481.8889759,40.0,Below_30,1.0,713.4345601,8.0,Public_or_other,Student_or_Unemployed,544.161785195,0.0,Yes
Greens,2.0,495.338757827,47840.273235,Healthcare,165.112919276,No,289.742761771,Yes,Male,After_16:00,0.344637432136,0.364897197578,6.62360180868,8.66553260013,0.331732917111,2.91110552615,7845.0,8.97481746506,491.239446806,3879.90651132,59479.9948668,No,83950.8679987,22.1639221891,266.349351905,19.8794528842,27437.389031,80.0,30-45,1.0,802.724825525,13.0,Car,Industry_or_other,,2.0,No
Purples,8.0,178.299832554,23392.148012,Social,59.4332775181,No,393.586707461,Yes,Male,After_16:00,0.883459643694,0.430961188395,7.31999566779,9.50829916168,7.35497105634,4.08239528304,6959.0,63.1729052868,448.606535853,4833.08014631,54352.7238427,No,154910.49629,21.180333705,118.769515881,36.8189828936,3601.74775407,70.0,30-45,4.0,699.044269266,12.0,Car,Student_or_Unemployed,511.879432503,5.0,No
Pinks,5.0,574.102968036,132224.177441,Environment,191.367656012,No,690.943183381,No,Female,By_16:00,0.862450393382,0.338165217312,9.40842925105,2.84299557796,2.02906525228,0.204538083635,4889.0,57.1834954666,,8153.91659704,72900.4562167,No,477402.482661,24.9447866621,226.78628946,46.6932874406,36822.9474236,90.0,30-45,2.0,876.395756792,10.0,Public_or_other,Hightech,494.566590001,0.0,Yes
Purples,2.0,388.460045283,54309.6529237,Social,129.486681761,No,419.422694173,Yes,Male,By_16:00,0.0238755661994,0.861501742387,8.73737341026,3.27512593241,3.05325400317,2.0237875171,4337.0,65.1993232779,403.439172887,5001.10528751,49658.8110008,No,175915.396388,20.0857953013,,23.1593374629,16906.2874352,70.0,Below_30,1.0,627.939511296,12.0,Public_or_other,Services_or_Retail,445.80397256,0.0,Yes
Pinks,4.0,242.442095736,24206.3978974,Environment,80.8140319118,No,299.532114964,Yes,Female,By_16:00,0.740640346427,0.383661291562,9.99607136706,7.22541927593,7.73568152217,7.52971582813,9036.0,35.5610731058,358.641644912,3712.60443947,46797.5954768,No,89719.487895,18.9378363313,253.976138107,32.2955550626,6621.72178576,90.0,Below_30,2.0,635.648472992,10.0,Car,Student_or_Unemployed,565.83556215,1.0,No
Pinks,6.0,830.218559283,191139.016741,Education,276.739519761,No,690.682042471,No,Male,After_16:00,0.014231383102,0.462238943437,7.78130637715,0.0412675342523,3.84859431302,2.95747166267,7652.0,65.2117955033,648.451974028,8203.72437277,75402.3855752,No,477041.683792,25.4647201836,241.972682494,96.4816212887,76871.5013172,100.0,Below_30,0.0,908.862653283,9.0,Motorcycle_or_truck,Hightech,512.375344822,1.0,No
Purples,7.0,110.530061314,11145.5264267,Healthcare,36.8433537713,No,302.511180058,Yes,Male,After_16:00,0.111355715897,0.0311351227574,3.3428708883,1.7951510055,6.93654908566,1.79079035996,7834.0,52.3671413772,356.957064194,3739.02592897,45243.9770692,No,91513.0140601,18.8933073916,243.858352925,57.3638752103,1404.27607089,80.0,30-45,2.0,602.484690403,14.0,Public_or_other,Hightech,501.944429245,1.0,Yes
Reds,9.0,351.267872698,42781.0309483,Other,117.089290899,No,365.370996952,Yes,Male,By_16:00,0.172408798244,0.219389839796,2.71206429927,4.63955406798,6.44592882367,7.24672640208,4069.0,21.2616404984,427.807413905,4509.32479733,51070.1615402,Maybe,133495.965414,20.6835058417,157.332667198,1.06421404053,13836.9913342,50.0,Below_30,1.0,652.743369592,10.0,Public_or_other,Student_or_Unemployed,462.359194763,1.0,No
Oranges,1.0,982.763853351,111770.757321,Other,327.587951117,No,341.193126732,Yes,Female,After_16:00,0.26240808866,0.579033200163,3.37703499943,9.71660313895,7.9080137331,3.65316434763,7206.0,96.1595045403,423.292417145,4258.51610161,48478.5876415,Maybe,116412.749729,20.5740714771,211.500834849,61.9457106106,107651.453668,50.0,Below_30,1.0,606.710990613,11.0,Car,Services_or_Retail,383.257005019,1.0,No
Pinks,4.0,359.91459292,34156.2152331,Education,119.971530973,No,284.702670342,Yes,Male,After_16:00,0.938441274222,0.988243474392,8.27421310125,3.88693485875,1.15388210164,4.23005590914,8273.0,14.9476433406,379.865893807,3606.75849103,48086.4236901,No,81055.6104996,19.4901486348,253.50977226,95.1330347685,14523.139775,100.0,30-45,3.0,649.85406689,11.0,Car,Hightech,559.00899086,0.0,Yes
Greens,9.0,36.1618893512,3291.14943876,Financial,12.0539631171,No,273.034636559,Yes,Male,After_16:00,0.0444321159739,0.135989041999,0.073025370948,7.1778682177,5.35910123261,6.41675886931,9149.0,12.0608310914,491.004689938,3712.35574546,58561.6054796,No,74547.9127608,22.1586256329,265.005888514,98.8996724132,167.351989945,60.0,30-45,1.0,787.460759883,10.0,Motorcycle_or_truck,Hightech,636.506150566,0.0,No
Blues,9.0,1357.90001665,23543.8887203,Environment,452.633338883,Yes,52.0153658553,Yes,Male,After_16:00,0.302639619447,0.660879985429,4.93638948537,4.78371940786,9.52587526524,7.84232056933,8757.0,31.6985530779,375.102854065,,41778.0777374,Yes,2705.59828506,19.3675722295,465.835962128,56.2981562922,205339.572807,90.0,Below_30,3.0,579.437326824,14.0,Public_or_other,Public_Sector,473.28644316,5.0,Yes
Pinks,9.0,278.027303298,66912.5873011,Financial,92.6757677659,No,722.007369501,No,Male,After_16:00,0.607113217236,0.693458404858,7.72117021261,3.22181530297,7.66690678196,6.00446559954,7585.0,84.2924741562,656.279877884,8532.63345078,75982.0851388,No,521294.641614,25.6179600648,271.798723604,55.8620604686,8691.47369876,60.0,30-45,1.0,906.451966753,7.0,Foot_or_bicycle,Industry_or_other,487.198679416,0.0,No
Browns,5.0,174.18384981,17812.6498522,Environment,58.0612832699,No,306.790495301,Yes,Male,By_16:00,0.881639223546,0.435686257202,8.68657770567,7.17063812073,2.75235079695,5.4976946325,7677.0,12.962242309,365.799997526,3799.50494806,43351.3624058,No,94120.4080068,19.125898607,261.52600824,93.3433102909,3439.17389821,90.0,Below_30,5.0,552.766964338,9.0,Motorcycle_or_truck,Student_or_Unemployed,385.735834069,1.0,No
Purples,8.0,203.278137052,31344.5970555,Education,67.7593790172,No,462.586840526,Yes,Female,By_16:00,0.113205478061,0.764375843108,8.32347149961,7.90181526449,2.95665173791,5.2157304273,7376.0,18.3495264733,371.999169627,5369.86674451,50198.9716879,No,213986.585028,19.2872799955,141.310844199,58.9169192128,4669.09282381,100.0,30-45,2.0,654.428846038,14.0,Foot_or_bicycle,Services_or_Retail,546.741818643,0.0,No
Purples,8.0,95.6876001002,10121.6620344,Financial,31.8958667001,No,317.334597913,Yes,Female,By_16:00,0.925305405166,0.172225985676,8.77103778766,4.67419049703,7.6759121893,9.66481313342,3151.0,58.524804702,417.090134708,4007.52624855,51287.9928873,No,100701.247033,20.4227846952,205.501812754,95.7350998884,1059.24217925,60.0,30-45,2.0,679.420971162,9.0,Motorcycle_or_truck,Services_or_Retail,544.612780266,1.0,Yes
Browns,3.0,163.844111333,18950.8545336,Healthcare,54.6147037775,No,346.991802991,Yes,Male,By_16:00,0.0421465348918,0.813838184578,8.16921302117,6.19425594807,6.56152291223,3.48658533534,6280.0,79.9835788785,381.243793391,4232.40561669,46016.6211246,No,120403.311343,19.5254652541,210.257520529,27.3668293841,3047.38057248,80.0,Below_30,1.0,586.911137883,8.0,Foot_or_bicycle,Student_or_Unemployed,418.185087064,0.0,Yes
Greens,6.0,269.049256189,27734.2270445,Financial,89.6830853963,No,309.247021575,Yes,Female,,0.145756426966,0.890428286046,9.90490650758,7.89271336515,1.80922767147,8.49115662044,6614.0,57.7783042565,520.272363638,4133.01494303,62027.3250777,No,95633.7203529,22.809479688,248.915706088,37.4641380738,8142.7388916,60.0,30-45,1.0,828.481495081,10.0,Public_or_other,Services_or_Retail,658.623331297,1.0,No
Greens,5.0,799.611524741,86855.6501191,Social,266.537174914,No,325.866926995,Yes,Female,After_16:00,0.892903283471,0.915835190797,4.25805042731,7.86443098914,4.93058242602,7.19509634888,3682.0,38.0677075824,516.759250534,4292.18777102,61970.1406268,No,106189.254109,22.7323393106,234.439248854,53.3297622576,71318.6027858,70.0,45_and_up,1.0,825.706166552,12.0,Public_or_other,Public_Sector,656.072296743,1.0,Yes
Browns,6.0,202.424028564,,Environment,67.4746761881,No,335.624675686,Yes,Male,After_16:00,0.376819724217,0.59408822679,7.82143552788,2.81620895024,0.1821261039,2.44293207536,6235.0,0.52733940538,378.872894066,4113.99254499,45412.3875945,No,112643.922929,19.4646575635,223.722700538,8.94444501027,4630.30660288,90.0,45_and_up,2.0,578.829302284,9.0,Foot_or_bicycle,Student_or_Unemployed,408.562460112,0.0,Yes
Pinks,9.0,780.605393653,82730.1234077,Social,260.201797884,No,317.946009906,Yes,Female,After_16:00,0.709976819577,0.764975012047,,7.03106068308,7.70112145226,0.845517588314,6768.0,68.6852252577,425.47050739,4030.40111384,50239.0112715,No,101089.665215,20.6269364519,199.083964884,40.6594491331,67975.1774201,70.0,Below_30,1.0,649.419981814,6.0,Foot_or_bicycle,Hightech,469.403848346,0.0,Yes
Oranges,1.0,941.239508547,105014.752116,Military,313.746502849,No,334.71210408,Yes,Male,After_16:00,0.653895579278,0.210219257744,9.1270586662,1.80150194326,6.41753777396,0.492820159998,9486.0,82.1618607966,424.358861508,4195.83876382,50427.8890286,Maybe,112032.192618,20.5999723667,184.382989477,73.9959021797,98760.6145528,30.0,30-45,2.0,649.939280083,9.0,Public_or_other,Services_or_Retail,469.090188636,0.0,Yes
Pinks,3.0,460.6276457,106651.518594,Social,153.542548567,No,694.605629444,No,Male,By_16:00,0.0148522029631,0.712956923991,7.58811512263,6.91392389592,0.702556862962,2.43412641576,5945.0,61.5871967981,630.666400114,8207.38909467,73980.9702499,No,482476.980455,25.1130722954,234.597576862,86.8573903805,23738.8567689,70.0,30-45,1.0,891.829073922,8.0,Foot_or_bicycle,Public_Sector,509.53750175,3.0,No
Greens,,604.741122056,59890.3989748,Social,201.580374019,No,297.104315171,Yes,Female,After_16:00,0.444348167162,0.488797954749,0.196004328318,8.99838058976,4.35356867965,5.10299906135,5915.0,34.7348924261,498.391134589,3967.82542089,59869.8442979,No,88270.9740934,22.3246754644,252.270296346,79.6189230168,40846.2275635,70.0,Below_30,1.0,803.214195536,10.0,Foot_or_bicycle,Services_or_Retail,649.903485778,0.0,No
Purples,6.0,757.188148694,118607.870696,Environment,252.396049565,No,469.927603466,Yes,Male,After_16:00,0.704911300214,0.392255912069,9.41110446583,0.677047702484,8.00943327136,8.38337841211,8495.0,75.5893059308,419.211330385,5537.69869543,51444.6552714,No,220831.952499,20.4746509222,110.255831011,77.1862786962,63966.1618855,90.0,45_and_up,2.0,639.912948599,13.0,Foot_or_bicycle,Industry_or_other,431.259981812,0.0,No
Browns,1.0,483.687041043,78757.8621638,Financial,161.229013681,No,,Yes,Male,By_16:00,0.550549680367,0.394225876313,1.49005646119,0.582240293734,2.48202565359,0.741963170003,3626.0,28.4138214542,,,55170.9008196,No,238617.03421,21.1918432088,57.6079083411,,26166.0238663,60.0,Below_30,3.0,690.840371798,6.0,Foot_or_bicycle,Services_or_Retail,475.61426499,1.0,Yes
Whites,4.0,37.8829218295,6520.59468639,Healthcare,12.6276406098,No,516.374743934,No,Male,After_16:00,0.61040005926,0.0946100328583,9.37251503114,6.56352873193,6.18391457479,9.9466873263,8463.0,24.2264121072,447.715069579,6059.17757849,57145.8474026,No,266642.876172,21.1592785694,71.3235155145,37.0129030431,182.084947981,80.0,45_and_up,2.0,,9.0,Foot_or_bicycle,Industry_or_other,545.663964757,0.0,No
Purples,3.0,663.379534671,95197.2042127,Education,221.126511557,No,430.510134413,Yes,Male,By_16:00,0.897639778676,0.0540541252121,0.682872997131,5.62749328557,2.594991324,5.7441496267,3370.0,39.1920984257,441.131917412,5187.36517895,55206.0993505,No,185338.975832,21.0031406559,102.803909928,60.3147246875,49128.0606249,100.0,30-45,3.0,713.914818948,15.0,Foot_or_bicycle,Public_Sector,547.690159673,0.0,Yes
Purples,8.0,,40524.1288252,Healthcare,95.4343953586,No,424.628129858,Yes,Female,By_16:00,0.9475390804,0.662648302503,9.10885545658,5.74793341104,1.68882566039,5.71584020741,7874.0,96.9669320388,397.850956758,5041.98321209,49815.2541378,No,180309.048667,19.9462015622,130.869645346,58.1148679135,9213.15821281,80.0,45_and_up,2.0,634.626486884,10.0,Public_or_other,Hightech,468.195625632,1.0,Yes
Oranges,2.0,260.824500256,33999.8612358,Military,86.9415000854,No,391.065960472,Yes,,After_16:00,0.185314484872,0.912920902483,2.00814928627,6.10441307537,8.755010569,8.41050911229,9220.0,40.3154022992,408.065234336,4726.7900734,,Maybe,152932.58544,20.2006246026,150.188815069,14.1847053077,7655.76593718,30.0,Below_30,1.0,680.019345009,7.0,Car,Public_Sector,547.30807612,0.0,Yes
Yellows,4.0,1040.86670511,89518.2156397,Education,346.955568368,Yes,258.010603665,Yes,Male,After_16:00,0.561562095536,0.251834544586,3.47004926298,5.93378015095,9.41292507807,0.286671309732,9311.0,33.7088256143,578.240645745,3736.58732814,67142.6648139,Yes,66569.4716035,24.0466348112,334.495369155,9.72285894677,120735.12199,100.0,30-45,3.0,904.85313919,13.0,Car,Public_Sector,717.270995306,0.0,No
Browns,6.0,564.345645803,65892.0232016,Environment,188.115215268,No,350.274820183,Yes,Male,By_16:00,0.300824683392,0.280013003154,0.364206265658,0.230523522478,8.70873230509,4.2045818991,5012.0,98.2326819329,396.489099072,4295.72639997,46557.295251,No,122692.449654,19.9120340265,214.647891225,79.1610568995,35585.4494305,90.0,30-45,3.0,584.987136012,9.0,Public_or_other,Industry_or_other,386.238929658,1.0,No
Blues,1.0,1159.16866655,23307.530533,Financial,386.389555518,Yes,60.3213264959,Yes,Female,By_16:00,0.616251453059,0.153475877596,3.79900583532,3.36099686101,,4.85186974518,7559.0,6.67735100724,526.144144126,1655.50155321,56543.3723269,Yes,3638.66243022,22.9378321584,448.34791034,43.1325832615,149693.278169,60.0,45_and_up,2.0,771.439650328,11.0,Foot_or_bicycle,Industry_or_other,583.755575931,5.0,No
Browns,10.0,144.751739095,23581.7769497,Financial,48.2505796984,No,488.735619284,Yes,Female,After_16:00,0.371824847534,0.201373567339,8.35631104419,2.91851165704,9.24056932563,1.86394730583,4962.0,71.7215248616,451.151162483,5789.65851781,54803.7236485,No,238862.505557,21.2403192651,69.1914122467,29.5329800341,2386.36902093,60.0,30-45,,681.064502119,5.0,Public_or_other,Hightech,452.309787912,0.0,No
Browns,9.0,126.101171069,13951.8647461,Social,42.0337236896,No,331.920741762,Yes,Female,By_16:00,0.88146076235,0.811446786625,1.29931946052,6.41825675266,8.04091329919,5.04789299797,3246.0,67.5037712092,371.117793501,4061.44300462,44209.5974375,No,110171.378812,19.2644178085,240.545225557,60.8980913414,1818.8676509,70.0,Below_30,2.0,560.187682837,7.0,Car,Industry_or_other,385.97918902,0.0,No
