,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
1319,Reds,3.0,114.131075159,18055.7289983,Foreign_Affairs,38.0436917195,No,474.605070702,Yes,Male,After_16:00,0.684053879697,0.326566316886,0.48011792358,0.857932034414,6.0511717177,7.90191505803,7714.0,30.6874828646,447.495185607,5641.04107824,56225.9027241,Maybe,,21.1540820081,69.233501746,61.9703313103,1495.36617137,40.0,45_and_up,1.0,718.858384411,,Motorcycle_or_truck,Hightech,537.30442059,1.0,No
2508,Yellows,7.0,-189.145778053,-16981.3074551,Financial,-63.0485926843,Yes,269.336819937,Yes,Male,By_16:00,0.59724589088,0.870008759666,6.68432603125,1.53693686705,7.70670084981,3.92781848554,5679.0,75.7049336797,354.591752569,3402.55170451,41108.0101068,Yes,72542.3225738,18.830606803,308.889318949,16.9129929738,3922.07644679,60.0,Below_30,2.0,523.499823705,11.0,Public_or_other,Hightech,354.867128798,5.0,Yes
7610,Yellows,8.0,929.710139111,205149.486091,Financial,309.903379704,Yes,661.978860274,No,Male,By_16:00,0.783578867326,0.348329378292,8.12260437291,9.88132347818,7.11718033766,5.1431614277,,38.1595105398,537.546472943,7694.88154863,68906.52034,Yes,438216.01145,23.1850484783,215.392659085,10.5180444196,96360.0081315,60.0,30-45,1.0,868.449752543,9.0,Foot_or_bicycle,Public_Sector,636.920081733,0.0,No
3,Pinks,6.0,392.898135112,89911.7333437,Social,130.966045037,No,686.527056064,No,Male,By_16:00,0.562049224041,0.133389700204,5.38201926276,5.12867199024,5.06098708836,0.670589958318,6587.0,17.9051625542,654.877043913,8175.02464846,75250.5456703,No,471319.398707,25.5905655255,242.820062417,74.895839789,17293.0709977,,Below_30,4.0,901.290353914,8.0,Motorcycle_or_truck,Student_or_Unemployed,486.496617572,0.0,Yes
8583,Whites,7.0,,57598.1999047,Education,111.033909647,No,518.74422947,No,Male,After_16:00,0.661215385888,0.025341257453,3.71853759279,1.00736592431,5.57952027768,9.57876394736,6766.0,32.1007221704,421.395069123,6030.23243295,52683.271323,No,269095.575608,20.5279095166,99.7992747338,59.2050418258,12449.5630011,100.0,Below_30,1.0,651.847678466,11.0,Motorcycle_or_truck,Student_or_Unemployed,441.435386616,0.0,No
6862,Browns,1.0,381.671457804,62683.4237352,,127.223819268,No,492.701949177,Yes,Female,After_16:00,0.0596060634125,0.657969667111,3.33129181759,2.4200744438,6.01699147839,8.44481839798,8589.0,35.9723361908,449.456061406,5825.93161459,54457.0146071,No,242755.210723,21.2003788034,,16.1045819288,16323.1240084,100.0,45_and_up,0.0,673.880575371,9.0,Motorcycle_or_truck,Services_or_Retail,440.199850375,1.0,No
8767,Purples,8.0,679.193696303,86118.1671542,Healthcare,226.397898768,No,380.384127339,Yes,Female,By_16:00,0.143816904398,0.61028718669,4.80016958667,4.22677783994,0.716362663079,5.94053582055,7217.0,63.248823653,365.875947309,4535.59316801,47464.9717733,No,144692.084332,19.1278840259,179.988339978,25.3683232237,51492.4064652,80.0,45_and_up,2.0,622.291239744,12.0,Motorcycle_or_truck,Public_Sector,509.928948863,1.0,No
2817,Greens,6.0,270.574586193,24468.7718254,Healthcare,90.1915287311,No,271.297894266,Yes,Male,After_16:00,0.439255218254,0.733502407093,7.40131779108,1.6537375492,8.0998206744,3.91030403553,6854.0,21.1745984387,468.066251253,3649.11144516,56172.8627652,No,73602.5474331,21.6348388312,257.402500682,14.4877111074,8234.70338358,80.0,Below_30,4.0,755.248077781,11.0,Public_or_other,Industry_or_other,613.717324454,2.0,No
4692,Greys,4.0,919.337523553,123709.385291,Military,306.445841184,No,403.690860391,Yes,Female,By_16:00,0.647420702968,0.0211702198721,3.34437642712,8.73017060105,4.08889167476,6.95054804208,5726.0,29.9776737578,,4916.79230176,51547.8863932,,162966.310763,20.9747907958,143.252359856,62.955212919,94225.4994203,30.0,Below_30,1.0,642.61661643,8.0,Car,Public_Sector,412.599732714,1.0,Yes
8076,Blues,2.0,1206.58022667,208447.420973,Financial,402.19340889,Yes,518.276571334,No,Female,After_16:00,0.715727668721,0.538560220972,4.11656387849,1.33225363446,2.33047585236,3.34645217983,6730.0,15.4285847209,237.15663337,,36347.4103763,Yes,,15.3998906935,292.769141541,6.29773980472,162171.731564,60.0,Below_30,4.0,451.446409644,8.0,Car,Student_or_Unemployed,372.355564955,3.0,Yes
8042,Greys,3.0,238.956276169,40247.4543495,Military,79.6520920562,No,505.290612092,No,Female,After_16:00,0.226200499805,0.154481576756,1.53146833647,0.33892970765,0.543973692693,5.36618910963,5301.0,39.0133888461,399.343886458,5851.59389384,49256.4085384,Maybe,255318.602668,19.9835904296,157.416827857,55.1535176579,6434.10786099,30.0,30-45,2.0,599.4811072,7.0,Car,Student_or_Unemployed,379.085096358,0.0,No
7300,Oranges,5.0,407.533200008,60750.7769624,Other,135.844400003,No,447.208548612,Yes,Female,By_16:00,0.316737293033,0.507336505223,8.90783468494,5.92994892271,4.20580107719,3.36121796863,8941.0,57.6579936082,394.150830583,5260.38714729,47166.7066788,Maybe,199995.485952,19.8532322452,191.638030535,34.0461652027,18599.5454121,,Below_30,3.0,574.067361208,10.0,Car,Student_or_Unemployed,349.221517644,0.0,Yes
5751,Browns,8.0,122.847195129,19196.7131337,Healthcare,40.9490650431,No,468.794906881,Yes,Female,By_16:00,0.82204292505,0.184547201497,8.06571497582,8.94753395114,5.95828584395,8.88140018797,4718.0,91.1557265092,455.245096414,5598.43926164,,No,219768.664718,,66.4896824062,69.5635779994,1727.77499295,80.0,30-45,2.0,687.599296984,8.0,Foot_or_bicycle,Hightech,461.998439047,1.0,Yes
9792,Reds,5.0,120.92735258,15658.2809578,Other,40.3091175268,No,388.455067203,Yes,Female,By_16:00,0.82225311338,0.804737071972,3.13028270379,0.891863044817,7.6964009786,1.65297060972,5028.0,74.6896262513,438.349158458,4761.24898894,52419.443511,Maybe,150897.339235,20.9367895929,131.577903297,61.8318290217,1675.13407332,50.0,45_and_up,4.0,667.007025244,10.0,Car,Public_Sector,467.294551824,2.0,Yes
3831,Greys,8.0,954.623469639,136266.511311,Foreign_Affairs,318.207823213,No,428.231179029,Yes,Male,After_16:00,0.850393336732,0.771050507668,7.79870349914,2.82427911414,6.01149244234,3.54616492055,5041.0,68.1527530309,536.670707124,5355.65320454,60544.1031229,Maybe,183381.942693,23.1661543447,95.2939286906,73.1302077184,101584.426577,40.0,30-45,3.0,750.403200173,8.0,Motorcycle_or_truck,Hightech,449.152891717,0.0,No
1438,Purples,4.0,948.358827878,124874.05782,Environment,316.119609293,No,395.021549277,Yes,Male,After_16:00,0.688911388628,0.247158679413,9.23337012529,8.71637835866,3.59792097704,6.94612157531,3334.0,64.0828812728,369.797398995,4689.81029076,48698.2590828,No,156042.024393,19.2301169782,171.759498445,75.863419706,100257.726989,90.0,30-45,1.0,641.865484142,13.0,Foot_or_bicycle,Hightech,539.091340238,2.0,No
6614,Reds,6.0,516.92539102,,Foreign_Affairs,172.308463673,No,413.828399638,Yes,Female,After_16:00,0.970492766006,0.894919248065,1.62108252989,3.6984812445,,7.60042984271,7848.0,90.9836809384,419.578794373,4977.44158512,51566.4952037,Maybe,171253.944347,20.4836225891,120.14142878,60.4656722862,29872.5151171,40.0,30-45,2.0,657.37568664,7.0,Motorcycle_or_truck,Hightech,476.743863481,0.0,No
2286,Purples,8.0,388.158894867,52789.2720537,Education,129.386298289,No,407.997390387,Yes,Female,By_16:00,0.204197805608,0.593211016618,7.21976448782,9.65471865609,1.31649778923,2.23459615372,9007.0,92.6954334602,431.775397581,4943.52469903,54838.7512205,No,166461.870562,20.7792058939,140.2295804,83.3577309502,16880.2004832,100.0,45_and_up,4.0,719.848983328,12.0,Foot_or_bicycle,Public_Sector,580.902772932,1.0,No
5852,Blues,3.0,,256744.796673,Education,,Yes,568.125448326,No,Male,After_16:00,0.0911389132962,0.360392048489,0.605466929264,4.34933730867,4.30221787887,3.48041041521,5873.0,34.4873481896,99.0080360431,5879.27055534,24091.1783541,Yes,322766.525035,9.95027818923,460.934315791,2.4581028847,204689.69491,100.0,Below_30,1.0,287.493752252,12.0,Public_or_other,Public_Sector,283.147949961,1.0,Yes
7447,Browns,10.0,,20354.6983773,Social,71.745639739,No,283.706416883,Yes,Female,After_16:00,0.498367647873,0.533866836689,3.63115147222,5.68689140724,9.97900052462,4.0733759338,3320.0,44.2823897814,348.524460357,3534.11308955,40964.8273649,No,80489.3309808,18.668809827,299.288631307,48.4154124511,5229.18246129,70.0,Below_30,2.0,521.604861429,7.0,Public_or_other,Student_or_Unemployed,359.124410837,0.0,Yes
3835,Greens,4.0,127.308974794,11818.2622413,Financial,42.4363249314,No,,Yes,Male,After_16:00,0.890315388562,0.300590670435,7.98858000431,5.88522088481,4.65610720916,,,63.2691937732,497.424733362,3779.78955294,,No,77558.9128382,22.3030207228,275.560047334,42.4693373265,1853.27799861,60.0,45_and_up,1.0,807.479515454,12.0,Public_or_other,Industry_or_other,663.895709132,0.0,Yes
9646,Pinks,7.0,415.902014764,,Healthcare,138.634004921,No,331.540999337,Yes,Female,By_16:00,0.423560525756,0.794779536547,7.45982817607,6.36099789292,6.04115176015,1.88231811393,8097.0,58.2039967179,401.067299383,4117.54459214,51423.137393,No,109919.434242,20.0266647094,217.550920563,84.1944572516,19368.0213254,80.0,30-45,2.0,691.974592284,7.0,Public_or_other,Services_or_Retail,595.719845812,0.0,No
4541,Reds,10.0,414.880473582,62166.4991849,Other,138.293491194,No,449.525850047,Yes,Male,By_16:00,0.435199045809,0.981601827545,8.08992530452,3.11372243566,7.05313837854,9.29357995512,7549.0,64.0762550756,428.260857312,5351.78021509,53701.5767684,Maybe,202073.48986,,88.6728993298,5.42103550397,19273.3831978,50.0,45_and_up,4.0,686.882329033,,Public_or_other,Public_Sector,512.989944896,2.0,
8817,Greens,4.0,156.454389386,14573.1626409,Education,52.1514631285,No,279.439190516,Yes,Male,After_16:00,0.606883449713,0.95338774682,3.62108979607,0.407726569101,,3.28926337417,9959.0,2.31140805408,484.317999842,3763.02790485,,No,78086.2611964,22.0072260824,,98.7701823469,2781.92656957,100.0,Below_30,0.0,764.942637461,16.0,Foot_or_bicycle,Industry_or_other,602.225037103,0.0,Yes
3931,Greens,7.0,570.585823524,56615.9409189,Education,190.195274508,No,297.672700152,Yes,Female,By_16:00,0.274629272521,0.658820947399,5.98198372172,8.89268467203,3.68178508244,9.41100266762,5271.0,36.002221657,527.618172464,4031.96334644,61665.625314,No,88609.0364155,22.9699406282,239.896435189,28.7459959509,36374.4377197,100.0,Below_30,3.0,817.574399457,15.0,Public_or_other,Services_or_Retail,625.901548449,0.0,No
3452,Greens,1.0,826.666976533,81650.7398872,Education,275.555658844,No,296.313057876,Yes,Male,After_16:00,0.402770862682,0.611572577152,3.83693278069,5.68010514602,5.40663522668,8.57489097863,4666.0,38.4020384401,521.426461689,4005.98350214,61658.2163577,No,87801.4282678,22.834764323,252.759218751,66.274564038,76216.47678,100.0,Below_30,1.0,822.97550041,14.0,Car,Industry_or_other,648.120758204,1.0,No
9683,Purples,10.0,526.094937239,77237.8304541,Healthcare,175.36497908,No,440.440450879,Yes,Female,By_16:00,0.0769966377411,0.434338333085,0.659520998597,5.27677619364,2.50068275491,3.60569498036,4254.0,45.5470173387,441.366703464,5287.13791572,54026.5758535,No,193987.79077,21.0087292206,84.3994306927,6.72245456371,30938.2408666,80.0,45_and_up,3.0,685.399119757,14.0,Public_or_other,Public_Sector,488.250083104,1.0,Yes
8428,Browns,7.0,568.722355616,92046.8104094,Education,189.574118539,No,485.545237498,Yes,Male,By_16:00,0.559554987587,0.693556466373,7.78150303755,3.04996033898,9.16483189212,7.10969064618,7006.0,79.5300101163,478.494662484,5812.44169995,57487.9340297,No,235754.177657,21.8745208515,35.1393814806,61.815339094,36137.9205382,100.0,Below_30,1.0,717.332154626,10.0,Motorcycle_or_truck,Hightech,476.264869283,0.0,Yes
2739,Purples,5.0,556.888732587,90511.6525182,Environment,185.629577529,No,487.592837969,Yes,Female,After_16:00,0.743686993141,0.174196975073,8.63436690066,2.08554556593,,0.811167419888,6827.0,48.9975908073,417.484474663,5710.89732901,54856.9371094,No,237746.775638,20.4324368264,110.5852477,54.7116437927,34653.9696311,90.0,Below_30,1.0,710.780112969,13.0,Public_or_other,Hightech,572.56960395,0.0,No
3957,Purples,4.0,110.313100912,16280.9232323,Environment,36.7710336374,No,442.764905464,Yes,Female,By_16:00,0.470125032822,0.332733113552,7.57080266718,2.5343618379,1.91804219969,3.54280150728,8331.0,83.1433831481,382.403492283,5192.45603921,48416.5058142,No,196040.761511,19.555139792,140.852849257,99.4253246579,1398.8799484,90.0,45_and_up,1.0,612.292308355,12.0,Public_or_other,,447.705349506,1.0,No
4653,Purples,9.0,968.726276368,149132.106292,Environment,322.908758789,No,461.839768148,Yes,Female,After_16:00,0.234322174685,0.636812753975,3.60792886466,9.98888483504,6.32200783817,6.27576451516,4687.0,94.5481560891,394.379289427,5407.15626033,51229.5779521,No,213295.971443,19.8589851057,113.204500947,98.3365521999,104602.975262,90.0,30-45,3.0,658.254875113,12.0,Motorcycle_or_truck,Public_Sector,514.259075626,1.0,Yes
7211,Greens,1.0,596.59440338,63665.1320857,Environment,198.864801127,No,320.142789096,Yes,Female,After_16:00,0.698043243028,0.470242009033,2.46776209213,7.22059233347,1.98586258572,2.32413172489,7070.0,79.4637223473,510.488017377,4222.40392571,61201.2214013,No,102491.40541,22.593981884,233.593263971,66.9662189903,39756.0739282,90.0,45_and_up,3.0,815.795942299,12.0,Foot_or_bicycle,Public_Sector,648.684895501,3.0,No
1739,Purples,2.0,243.725521639,32711.8609727,Education,81.2418405464,No,402.6479552,Yes,Female,After_16:00,0.622563344659,0.289034612477,1.63546222495,7.52566140611,7.76011867914,9.38561616931,3258.0,7.15904394165,453.766106841,4934.01176568,55238.6657177,No,162125.375827,21.3017864706,110.807520763,29.242781247,6691.47849592,100.0,Below_30,2.0,711.531724982,16.0,Motorcycle_or_truck,Industry_or_other,525.754866611,,No
6371,Oranges,5.0,219.057388584,34460.0143013,Other,73.0191295282,No,471.931321614,Yes,Female,By_16:00,0.0981885839719,0.747286639409,4.49348490685,7.3789367592,1.00109080784,5.00606562709,6940.0,20.7373633515,338.109897727,5395.53301159,44396.8947061,Maybe,222719.17232,18.3877648921,189.569545851,23.6986925593,5414.81240658,50.0,Below_30,4.0,554.215310127,7.0,Foot_or_bicycle,Student_or_Unemployed,405.446540021,1.0,Yes
3992,Oranges,10.0,766.231280301,93843.7431256,Other,255.410426767,No,367.423304967,Yes,Male,By_16:00,,0.958091854583,8.16307178698,1.15203737514,0.83259393461,7.69097180571,3082.0,24.2048984393,405.272797243,4484.77864415,47307.1014795,Maybe,134999.885033,20.1313883586,204.993019134,46.5762140229,65499.896528,50.0,30-45,4.0,589.29396792,8.0,Public_or_other,Public_Sector,375.612239809,1.0,Yes
7754,Pinks,9.0,327.283014651,72074.8696988,Education,109.094338217,No,660.66553844,No,Male,By_16:00,,0.710854524747,0.1309613185,0.869815312326,7.08950749831,7.54379787948,4060.0,63.3372069802,636.072494814,7878.80037403,72860.2785477,No,436478.953683,25.2204776881,213.100764629,0.418786564842,12020.6689692,100.0,45_and_up,2.0,872.078860243,9.0,Car,Services_or_Retail,467.094122132,0.0,No
6339,Blues,2.0,1198.71386234,91862.905204,Education,399.571287447,Yes,229.903669483,Yes,Male,By_16:00,0.768290746724,0.799945386127,7.06511824857,9.42958689295,4.60000195773,,6600.0,96.7255080817,422.378228979,3143.79315278,52068.0635493,Yes,52855.6972416,20.5518424716,307.476538401,87.1687762439,160066.78504,100.0,Below_30,1.0,715.509965417,15.0,Car,Services_or_Retail,624.758384774,1.0,Yes
7018,Pinks,6.0,167.392323107,37235.0901481,Education,55.7974410358,No,667.326125659,No,Female,After_16:00,0.746341348859,0.286181863165,8.59449509531,2.64305676334,0.895075504668,6.64303604513,5930.0,92.9804816144,633.383844767,7940.02894612,72519.6487749,No,445324.157987,25.1671183246,218.31869836,99.1994494339,3179.15186717,100.0,45_and_up,2.0,865.134530625,11.0,Motorcycle_or_truck,Industry_or_other,456.712915539,0.0,Yes
1923,Whites,8.0,194.771183679,18192.2603022,Environment,64.9237278931,No,280.209730596,Yes,Male,After_16:00,0.396781773772,0.453432623064,0.758196075913,7.25698127644,6.9283643947,7.05140728969,4304.0,74.7335261432,284.515006482,3371.12731893,39288.9864479,No,78517.4931208,16.8675726316,308.015447036,74.7737261932,4290.01417143,90.0,30-45,1.0,539.828403007,10.0,Foot_or_bicycle,Industry_or_other,511.487848226,0.0,No
7909,Browns,10.0,330.21649219,37119.0228425,Environment,110.072164063,No,337.224430521,Yes,Male,After_16:00,0.202688235324,0.663251904072,0.985729962122,4.1976893926,1.8182268762,6.21840424603,8791.0,43.6942789238,380.227713301,4132.69973182,44954.5702027,No,113720.316541,19.4994285378,233.636287477,37.0544216828,12235.9534656,90.0,30-45,3.0,567.308641975,8.0,Public_or_other,Industry_or_other,382.762513905,0.0,No
7040,Whites,6.0,510.866234308,88259.7828518,Education,170.288744769,No,518.294870112,No,Female,By_16:00,0.300059667556,0.814724148484,0.282266302966,6.3235669909,9.5539634279,0.447229358833,7007.0,50.0564035727,460.558087449,6104.06487602,57039.3938802,No,268629.572385,21.4606171265,43.771225275,57.2869803524,29178.5453399,100.0,45_and_up,4.0,713.804245983,10.0,Car,Hightech,494.944960535,0.0,Yes
3350,Pinks,2.0,990.693516131,232234.582187,Social,330.231172044,No,703.248517545,No,Male,By_16:00,0.757136608241,0.573737308383,5.23165636929,1.45971146179,2.21445283853,3.3590562758,9250.0,64.7640273208,642.714371039,8317.91391753,74734.7891685,No,494558.47743,25.3518119873,,83.952015033,109392.858161,70.0,45_and_up,1.0,895.776800628,8.0,Car,Industry_or_other,494.018029876,0.0,Yes
6800,Blues,1.0,1086.12088435,,Education,362.040294783,Yes,410.480989923,Yes,Male,By_16:00,0.233517936897,0.620904911309,5.61158763245,6.09668606659,3.24599340325,3.08609860949,,1.74707989208,483.674753218,5072.15940567,59330.6602156,Yes,168494.643088,21.9926067854,130.719573315,32.204491389,131445.215341,100.0,30-45,1.0,,16.0,Foot_or_bicycle,Hightech,593.847962152,4.0,No
2162,Browns,4.0,950.4730178,92994.5871399,Social,316.824339267,No,293.520969239,Yes,Male,After_16:00,0.250311306212,0.0348451901227,3.33435254637,3.62049822463,6.48386748275,4.31386780692,4995.0,19.9782912154,381.083343181,3697.37637875,44459.2429231,No,86154.5593828,19.5213560795,262.208709434,88.5070175165,100704.486291,70.0,45_and_up,1.0,567.603605602,7.0,Motorcycle_or_truck,Hightech,390.552999631,0.0,Yes
3324,Greens,4.0,175.495615298,17747.5085521,Education,58.4985384327,No,303.383794323,Yes,Female,By_16:00,0.0998424799182,0.581901482772,2.80216784449,4.80120654684,1.16309490288,0.119915788528,3946.0,13.6571424548,526.368367804,4086.57467884,62273.2433574,,92041.7266578,22.9427192766,250.185715942,11.3904981874,3490.57753719,100.0,Below_30,1.0,830.292724144,15.0,Car,Public_Sector,652.445627376,0.0,
4887,Oranges,7.0,578.008011218,94621.5103141,Military,192.669337073,No,491.108298559,Yes,Male,After_16:00,0.20699979295,0.213697063737,3.67318512406,,7.08833432756,2.63750555925,5460.0,45.9497148637,374.896124716,5660.87523502,47032.0616538,Maybe,241187.360913,19.362234497,175.043567705,98.7599730957,37324.142785,30.0,30-45,3.0,575.463659514,6.0,Foot_or_bicycle,Public_Sector,377.892634828,0.0,Yes
5658,Blues,5.0,1155.41056063,243756.875847,Healthcare,385.136853542,Yes,632.909765984,No,Male,After_16:00,0.20876820921,0.503998582484,6.50413696188,6.55616889009,4.50404539006,0.770502847154,4240.0,18.8606631709,153.766004414,6636.62966867,37084.9608955,Yes,400574.771878,12.4002421111,386.765703622,82.8655181685,148725.53281,80.0,45_and_up,1.0,506.554609279,10.0,Foot_or_bicycle,Industry_or_other,609.748457416,1.0,No
4752,Greens,5.0,833.118132265,75066.0976637,Social,277.706044088,No,270.307756211,Yes,Female,After_16:00,0.701023614034,0.887612946797,6.96109664394,6.65458990959,1.11903393175,1.48864473682,7323.0,32.8743085964,509.959076788,3722.99571568,60627.810331,No,73066.2830677,22.582273508,281.497216576,16.8258368736,77408.3529673,70.0,30-45,1.0,817.20812587,9.0,Foot_or_bicycle,Industry_or_other,662.428362278,0.0,No
